"","NA06993"
"SNP_A-1652450",2.83
"SNP_A-1688612",2.28
"SNP_A-1659852",2.62
"SNP_A-1703730",1.36
"SNP_A-1745498",2.72
"SNP_A-1641910",2.38
"SNP_A-1757850",1.33
"SNP_A-1756000",1.53
"SNP_A-1691752",1.97
"SNP_A-1664776",1.51
"SNP_A-1656365",3.37
"SNP_A-1725090",2.72
"SNP_A-1749720",2.42
"SNP_A-1745772",1.37
"SNP_A-1681546",3.46
"SNP_A-1755111",2.35
"SNP_A-1755249",2.32
"SNP_A-1677723",2
"SNP_A-1657171",1.78
"SNP_A-1675143",2.89
"SNP_A-1696490",1.39
"SNP_A-1652759",2.22
"SNP_A-1665628",1.98
"SNP_A-1739361",2.04
"SNP_A-1712148",1.91
"SNP_A-1712360",1.82
"SNP_A-1687102",2.01
"SNP_A-1751958",1.69
"SNP_A-1726556",1.27
"SNP_A-1753874",2.22
"SNP_A-1646885",1.86
"SNP_A-1647017",1.92
"SNP_A-1693516",2.61
"SNP_A-1693606",2.65
"SNP_A-1719501",2.19
"SNP_A-1684386",2.43
"SNP_A-1642406",1.79
"SNP_A-1642620",1.51
"SNP_A-1642798",1.9
"SNP_A-1644179",1.57
"SNP_A-1644647",2.32
"SNP_A-1683081",1.87
"SNP_A-1684293",1.69
"SNP_A-1688349",1.72
"SNP_A-1688443",2.12
"SNP_A-1691767",2.38
"SNP_A-1691874",2.25
"SNP_A-1698888",2.22
"SNP_A-1699060",2.13
"SNP_A-1743854",2.01
"SNP_A-1749676",1.94
"SNP_A-1751024",1.92
"SNP_A-1678366",1.8
"SNP_A-1703173",2.37
"SNP_A-1694039",2.44
"SNP_A-1712651",2.62
"SNP_A-1755438",2.2
"SNP_A-1670903",0.9
"SNP_A-1671005",1.35
"SNP_A-1671223",1.77
"SNP_A-1671335",1.86
"SNP_A-1672737",2.01
"SNP_A-1706226",1.64
"SNP_A-1669801",1.88
"SNP_A-1706843",1.91
"SNP_A-1646119",2.11
"SNP_A-1731841",2.38
"SNP_A-1657911",1.61
"SNP_A-1734086",2.12
"SNP_A-1732341",2.74
"SNP_A-1646844",2.68
"SNP_A-1700340",2.67
"SNP_A-1698649",1.7
"SNP_A-1731409",1.68
"SNP_A-1757462",1.51
"SNP_A-1644778",2.62
"SNP_A-1655687",1.79
"SNP_A-1736341",2.32
"SNP_A-1697469",2.07
"SNP_A-1700902",2.18
"SNP_A-1702442",1.71
"SNP_A-1702636",1.97
"SNP_A-1744508",1.96
"SNP_A-1751830",2
"SNP_A-1721862",3.06
"SNP_A-1749623",1.38
"SNP_A-1741622",2.25
"SNP_A-1664428",2.01
"SNP_A-1702321",1.79
"SNP_A-1680117",1.7
"SNP_A-1680237",1.69
"SNP_A-1681783",1.12
"SNP_A-1682017",1.29
"SNP_A-1685541",1.97
"SNP_A-1690524",1.19
"SNP_A-1654289",1.83
"SNP_A-1739670",1.87
"SNP_A-1651663",1.53
"SNP_A-1752019",2.07
"SNP_A-1665364",2.44
"SNP_A-1642134",1.53
"SNP_A-1647261",1.59
"SNP_A-1649131",1.54
"SNP_A-1735885",1.98
"SNP_A-1748533",2.28
"SNP_A-1690027",2.57
"SNP_A-1694454",1.81
"SNP_A-1694640",1.68
"SNP_A-1696085",1.91
"SNP_A-1696263",2.25
"SNP_A-1700102",1.72
"SNP_A-1701819",2.12
"SNP_A-1696438",2.96
"SNP_A-1654361",2.04
"SNP_A-1728661",2.06
"SNP_A-1703608",1.85
"SNP_A-1703694",2.19
"SNP_A-1706567",1.92
"SNP_A-1712875",1.9
"SNP_A-1758228",1.67
"SNP_A-1694855",1.93
"SNP_A-1651400",1.56
"SNP_A-1755987",1.77
"SNP_A-1674473",1.19
"SNP_A-1749169",1.9
"SNP_A-1649512",3.57
"SNP_A-1688457",1.99
"SNP_A-1688623",1.76
"SNP_A-1681011",2.13
"SNP_A-1727293",2.08
"SNP_A-1697747",2.05
"SNP_A-1686025",1.94
"SNP_A-1679696",1.6
"SNP_A-1738648",2.34
"SNP_A-1738810",2.02
"SNP_A-1741966",1.85
"SNP_A-1742102",2.15
"SNP_A-1705093",1.44
"SNP_A-1704421",1.4
"SNP_A-1743707",1.91
"SNP_A-1695207",2.78
"SNP_A-1671235",2.1
"SNP_A-1671453",1.8
"SNP_A-1727901",1.89
"SNP_A-1644566",2.25
"SNP_A-1678293",1.99
"SNP_A-1678523",1.75
"SNP_A-1678689",1.69
"SNP_A-1680523",1.79
"SNP_A-1680617",1.85
"SNP_A-1742865",1.45
"SNP_A-1698100",2.02
"SNP_A-1744189",1.67
"SNP_A-1749593",2.2
"SNP_A-1679344",1.88
"SNP_A-1711760",2.1
"SNP_A-1708488",1.5
"SNP_A-1648798",2.49
"SNP_A-1757500",1.91
"SNP_A-1686468",1.8
"SNP_A-1683122",2.14
"SNP_A-1732079",1.97
"SNP_A-1738671",2.08
"SNP_A-1700486",1.59
"SNP_A-1652880",1.87
"SNP_A-1695824",2.01
"SNP_A-1699504",2.27
"SNP_A-1754686",2.88
"SNP_A-1749401",2
"SNP_A-1694451",1.91
"SNP_A-1689126",2.11
"SNP_A-1677475",2.05
"SNP_A-1735231",2.73
"SNP_A-1677990",1.79
"SNP_A-1711600",1.8
"SNP_A-1675435",2.06
"SNP_A-1667802",1.39
"SNP_A-1673217",2.12
"SNP_A-1674506",2.65
"SNP_A-1674616",1.53
"SNP_A-1674802",2.97
"SNP_A-1674904",2.22
"SNP_A-1643756",2.27
"SNP_A-1715661",2.9
"SNP_A-1755370",2.89
"SNP_A-1713137",1.63
"SNP_A-1695023",1.61
"SNP_A-1681136",2.44
"SNP_A-1676107",2.26
"SNP_A-1731349",2.22
"SNP_A-1653526",2
"SNP_A-1725798",1.93
"SNP_A-1714386",2.16
"SNP_A-1737932",1.87
"SNP_A-1713622",2.17
"SNP_A-1740811",1.91
"SNP_A-1697816",1.87
"SNP_A-1741106",2.37
"SNP_A-1744754",1.84
"SNP_A-1733194",2.42
"SNP_A-1751864",1.82
"SNP_A-1751990",1.83
"SNP_A-1684719",2.26
"SNP_A-1684899",1.64
"SNP_A-1686655",1.65
"SNP_A-1688317",1.65
"SNP_A-1726922",2.11
"SNP_A-1732276",2.72
"SNP_A-1732372",2.8
"SNP_A-1734175",1.42
"SNP_A-1676290",2.27
"SNP_A-1706021",1.89
"SNP_A-1740888",2.36
"SNP_A-1742816",2.25
"SNP_A-1668695",3.77
"SNP_A-1668824",2.31
"SNP_A-1673733",1.9
"SNP_A-1675815",1.78
"SNP_A-1677427",2.48
"SNP_A-1677559",1.69
"SNP_A-1677663",3.53
"SNP_A-1681241",1.89
"SNP_A-1683171",1.6
"SNP_A-1694207",2.35
"SNP_A-1684238",1.95
"SNP_A-1729623",2.37
"SNP_A-1653621",1.69
"SNP_A-1662085",1.73
"SNP_A-1662181",1.91
"SNP_A-1662263",1.68
"SNP_A-1664263",2.19
"SNP_A-1665867",2.35
"SNP_A-1665254",2.68
"SNP_A-1753793",2.91
"SNP_A-1681841",2.18
"SNP_A-1663530",1.95
"SNP_A-1685551",2.05
"SNP_A-1750999",2.08
"SNP_A-1737775",1.86
"SNP_A-1738009",1.47
"SNP_A-1731945",1.69
"SNP_A-1748202",2.63
"SNP_A-1748384",2.33
"SNP_A-1748550",2.17
"SNP_A-1750060",2.4
"SNP_A-1712325",2.06
"SNP_A-1679417",1.94
"SNP_A-1679609",1.56
"SNP_A-1686897",1.97
"SNP_A-1720023",2.07
"SNP_A-1727512",2.41
"SNP_A-1727596",2.37
"SNP_A-1730802",2.24
"SNP_A-1730894",2.1
"SNP_A-1758540",2.8
"SNP_A-1734023",2.49
"SNP_A-1735996",2.45
"SNP_A-1736240",2.07
"SNP_A-1659128",2.63
"SNP_A-1680048",1.87
"SNP_A-1758418",2.24
"SNP_A-1714645",1.9
"SNP_A-1742787",2.43
"SNP_A-1720099",1.71
"SNP_A-1644642",2.16
"SNP_A-1664594",3.02
"SNP_A-1643557",1.75
"SNP_A-1671230",2.59
"SNP_A-1722374",3.15
"SNP_A-1663784",2.02
"SNP_A-1738635",2.6
"SNP_A-1738807",2.5
"SNP_A-1726745",1.94
"SNP_A-1704971",1.47
"SNP_A-1713806",1.54
"SNP_A-1666351",1.92
"SNP_A-1649170",2.21
"SNP_A-1755768",2.72
"SNP_A-1667334",1.48
"SNP_A-1673458",1.64
"SNP_A-1731969",2.54
"SNP_A-1651557",1.75
"SNP_A-1654748",1.83
"SNP_A-1658615",1.77
"SNP_A-1707558",1.7
"SNP_A-1708868",1.83
"SNP_A-1682908",2
"SNP_A-1747283",2.71
"SNP_A-1709007",1.98
"SNP_A-1754506",2.1
"SNP_A-1695381",2.15
"SNP_A-1712502",2.09
"SNP_A-1696978",1.78
"SNP_A-1720042",1.69
"SNP_A-1720224",1.92
"SNP_A-1720344",2.14
"SNP_A-1732404",2.87
"SNP_A-1732513",2.61
"SNP_A-1732733",1.96
"SNP_A-1672475",1.74
"SNP_A-1679503",2.14
"SNP_A-1733429",2.16
"SNP_A-1743331",2.26
"SNP_A-1740179",2.09
"SNP_A-1662721",2.35
"SNP_A-1667857",1.88
"SNP_A-1660887",1.65
"SNP_A-1738086",2.38
"SNP_A-1720612",2.19
"SNP_A-1653950",1.79
"SNP_A-1725242",2.77
"SNP_A-1705729",1.68
"SNP_A-1721302",2.3
"SNP_A-1730377",1.87
"SNP_A-1657645",1.6
"SNP_A-1741637",2
"SNP_A-1746597",2.13
"SNP_A-1679896",1.74
"SNP_A-1649495",1.94
"SNP_A-1667413",1.74
"SNP_A-1668888",2.07
"SNP_A-1669256",2.25
"SNP_A-1674396",1.96
"SNP_A-1674510",2.51
"SNP_A-1674624",2.09
"SNP_A-1678223",2.44
"SNP_A-1705569",2.32
"SNP_A-1685978",2.27
"SNP_A-1667200",2.42
"SNP_A-1663175",2.45
"SNP_A-1743389",2.32
"SNP_A-1675498",1.84
"SNP_A-1713783",1.87
"SNP_A-1745378",2.3
"SNP_A-1702953",1.83
"SNP_A-1653609",2.35
"SNP_A-1660612",1.73
"SNP_A-1664205",2.45
"SNP_A-1735298",2.71
"SNP_A-1739731",3.29
"SNP_A-1713010",1.82
"SNP_A-1713224",2.07
"SNP_A-1749093",1.62
"SNP_A-1721518",2.14
"SNP_A-1718497",2.14
"SNP_A-1693985",2.13
"SNP_A-1679956",2.02
"SNP_A-1672014",2.26
"SNP_A-1736281",1.99
"SNP_A-1703143",1.75
"SNP_A-1707794",2.42
"SNP_A-1736989",1.65
"SNP_A-1734332",1.94
"SNP_A-1658015",1.59
"SNP_A-1705060",2.16
"SNP_A-1708585",1.64
"SNP_A-1708898",1.66
"SNP_A-1712240",2.44
"SNP_A-1714105",2.16
"SNP_A-1663796",2.79
"SNP_A-1734352",2.08
"SNP_A-1687638",2.39
"SNP_A-1727709",2.2
"SNP_A-1660797",1.92
"SNP_A-1645385",1.83
"SNP_A-1645509",1.59
"SNP_A-1645703",1.64
"SNP_A-1673412",1.9
"SNP_A-1692213",2.24
"SNP_A-1654461",2.2
"SNP_A-1726238",1.57
"SNP_A-1704408",2.9
"SNP_A-1704644",2.12
"SNP_A-1719434",1.86
"SNP_A-1726733",1.69
"SNP_A-1728016",2.32
"SNP_A-1728520",2.26
"SNP_A-1731864",2.04
"SNP_A-1667685",2.42
"SNP_A-1671427",2.14
"SNP_A-1673027",1.98
"SNP_A-1718780",1.51
"SNP_A-1752819",1.91
"SNP_A-1705332",2.05
"SNP_A-1705518",2.67
"SNP_A-1742563",2.69
"SNP_A-1705199",2.79
"SNP_A-1656533",2.79
"SNP_A-1738078",3.18
"SNP_A-1657746",1.82
"SNP_A-1681140",2.36
"SNP_A-1719838",1.74
"SNP_A-1738288",2.38
"SNP_A-1643540",1.87
"SNP_A-1645409",2.07
"SNP_A-1645579",1.81
"SNP_A-1647311",1.93
"SNP_A-1758513",2.81
"SNP_A-1688558",2.48
"SNP_A-1695864",2.06
"SNP_A-1745526",1.71
"SNP_A-1751801",2.88
"SNP_A-1672298",1.8
"SNP_A-1704359",2.38
"SNP_A-1713556",2.14
"SNP_A-1659530",2.26
"SNP_A-1757464",2.42
"SNP_A-1642672",1.59
"SNP_A-1642874",1.65
"SNP_A-1686872",1.93
"SNP_A-1647081",1.99
"SNP_A-1648841",1.37
"SNP_A-1655983",1.9
"SNP_A-1665572",1.74
"SNP_A-1711949",2.32
"SNP_A-1707465",1.7
"SNP_A-1744094",1.76
"SNP_A-1745641",1.43
"SNP_A-1745911",2.34
"SNP_A-1749424",2.14
"SNP_A-1749502",2.41
"SNP_A-1749624",2.26
"SNP_A-1672998",2.23
"SNP_A-1670821",2.31
"SNP_A-1670965",2.42
"SNP_A-1644178",1.44
"SNP_A-1675608",1.6
"SNP_A-1672442",2.04
"SNP_A-1665151",2.29
"SNP_A-1666837",2.05
"SNP_A-1747193",2.25
"SNP_A-1644108",2.02
"SNP_A-1715556",1.89
"SNP_A-1756956",1.82
"SNP_A-1707822",2.78
"SNP_A-1731881",2.15
"SNP_A-1744307",2.33
"SNP_A-1672642",2.47
"SNP_A-1754610",2.24
"SNP_A-1696038",1.8
"SNP_A-1705632",2.23
"SNP_A-1689022",2.91
"SNP_A-1709921",2.2
"SNP_A-1744599",2.18
"SNP_A-1750644",2.86
"SNP_A-1659162",2.35
"SNP_A-1750901",2.37
"SNP_A-1752716",2.35
"SNP_A-1756233",1.44
"SNP_A-1645591",1.78
"SNP_A-1647741",2.57
"SNP_A-1687537",2.15
"SNP_A-1687645",2.26
"SNP_A-1741732",2.63
"SNP_A-1744920",1.76
"SNP_A-1672132",1.97
"SNP_A-1753950",2.28
"SNP_A-1680025",2.39
"SNP_A-1688459",1.64
"SNP_A-1667926",2.49
"SNP_A-1653284",2.07
"SNP_A-1706576",2.15
"SNP_A-1707939",1.99
"SNP_A-1711477",1.68
"SNP_A-1724986",2.02
"SNP_A-1655284",1.41
"SNP_A-1709463",2.6
"SNP_A-1701693",1.47
"SNP_A-1712821",1.36
"SNP_A-1712722",1.65
"SNP_A-1752628",2.3
"SNP_A-1643578",1.73
"SNP_A-1643749",1.26
"SNP_A-1645431",1.94
"SNP_A-1690592",2
"SNP_A-1689681",1.64
"SNP_A-1680950",1.54
"SNP_A-1755560",1.35
"SNP_A-1697168",1.9
"SNP_A-1747003",1.51
"SNP_A-1667100",1.75
"SNP_A-1718411",1.75
"SNP_A-1724780",2.12
"SNP_A-1699520",1.63
"SNP_A-1701488",1.96
"SNP_A-1652700",2.37
"SNP_A-1660691",1.73
"SNP_A-1646548",1.62
"SNP_A-1736985",1.43
"SNP_A-1706690",2.12
"SNP_A-1706864",2.41
"SNP_A-1706984",1.64
"SNP_A-1748422",1.73
"SNP_A-1729049",1.55
"SNP_A-1752274",2.05
"SNP_A-1679160",2.51
"SNP_A-1649914",2.17
"SNP_A-1755184",1.58
"SNP_A-1693636",1.9
"SNP_A-1663594",1.97
"SNP_A-1696986",1.98
"SNP_A-1746153",1.79
"SNP_A-1747526",1.97
"SNP_A-1747660",1.82
"SNP_A-1747888",1.7
"SNP_A-1748170",1.55
"SNP_A-1750084",1.78
"SNP_A-1757347",1.36
"SNP_A-1662694",1.54
"SNP_A-1723148",1.08
"SNP_A-1724978",1.73
"SNP_A-1684208",1.82
"SNP_A-1666390",2.37
"SNP_A-1740066",1.21
"SNP_A-1741776",2.04
"SNP_A-1704311",2.27
"SNP_A-1665186",2.25
"SNP_A-1687656",1.45
"SNP_A-1722081",2.07
"SNP_A-1722283",1.93
"SNP_A-1751949",1.72
"SNP_A-1713977",1.8
"SNP_A-1720813",1.9
"SNP_A-1755818",2.01
"SNP_A-1644915",2.23
"SNP_A-1645051",2.42
"SNP_A-1697282",2.92
"SNP_A-1757445",2.15
"SNP_A-1697224",2.29
"SNP_A-1684684",1.8
"SNP_A-1745376",3.4
"SNP_A-1663476",2.37
"SNP_A-1684184",1.27
"SNP_A-1644151",1.75
"SNP_A-1694706",1.6
"SNP_A-1696683",1.46
"SNP_A-1712455",2.36
"SNP_A-1643884",1.56
"SNP_A-1673428",1.91
"SNP_A-1658768",1.7
"SNP_A-1647448",2.45
"SNP_A-1734828",2.56
"SNP_A-1743197",1.75
"SNP_A-1681314",1.06230805781811
"SNP_A-1752340",1.01362263491714
"SNP_A-1755630",1.22004988137258
"SNP_A-1752656",0.905536251436019
"SNP_A-1674566",1.32288538580890
"SNP_A-1666094",0.988485384112822
"SNP_A-1644798",1.16360746941682
"SNP_A-1686803",0.774115321415498
"SNP_A-1680698",1.09268697863404
"SNP_A-1703088",1.10915912739424
"SNP_A-1704836",0.980723339977525
"SNP_A-1705010",0.882098040021215
"SNP_A-1661382",1.03501960097497
"SNP_A-1706544",1.24002058019382
"SNP_A-1749615",1.03546490016533
"SNP_A-1657017",0.986702661229234
"SNP_A-1644871",1.11352804922268
"SNP_A-1682668",0.73858277803503
"SNP_A-1687368",0.937549277049114
"SNP_A-1757893",0.766385773101108
"SNP_A-1682830",1.28957487519996
"SNP_A-1685466",1.69986046810587
"SNP_A-1705698",0.964593296913842
"SNP_A-1715953",1.52880821416118
"SNP_A-1756215",0.781642448663676
"SNP_A-1757918",1.05521481705834
"SNP_A-1695992",0.848418905736189
"SNP_A-1703078",1.15190516131800
"SNP_A-1651194",0.93577363176115
"SNP_A-1671098",0.72817222238177
"SNP_A-1661808",1.06157974197696
"SNP_A-1694737",1.45742378977934
"SNP_A-1652816",1.14087754795818
"SNP_A-1676098",0.908858138112718
"SNP_A-1668777",0.98121381940372
"SNP_A-1743566",0.86938777035029
"SNP_A-1673890",1.08374751114368
"SNP_A-1673796",1.06029114109407
"SNP_A-1724994",1.08168804091133
"SNP_A-1704055",0.935063528817958
"SNP_A-1730102",1.24857319856600
"SNP_A-1659810",0.814442364806913
"SNP_A-1670293",0.959633288517417
"SNP_A-1716553",1.28576687286770
"SNP_A-1705553",0.928770574151581
"SNP_A-1658332",0.790367061501521
"SNP_A-1684040",0.780827640167182
"SNP_A-1687087",1.30397557915370
"SNP_A-1646388",1.06703075915514
"SNP_A-1679520",1.97870583537443
"SNP_A-1751907",1.94178862087431
"SNP_A-1732335",0.975153384546177
"SNP_A-1730751",1.26511454879699
"SNP_A-1705013",1.19174444207000
"SNP_A-1736559",0.849805271930324
"SNP_A-1719893",0.884078118903225
"SNP_A-1692502",0.989249036898527
"SNP_A-1691473",0.882711657363819
"SNP_A-1662578",0.70587704515418
"SNP_A-1693568",0.9251165100818
"SNP_A-1705778",1.18118998027859
"SNP_A-1705982",0.925503640789627
"SNP_A-1758052",1.36807617108444
"SNP_A-1653292",0.973019629317732
"SNP_A-1756338",0.958909601546926
"SNP_A-1756446",0.976869836041742
"SNP_A-1756622",1.36895441643620
"SNP_A-1757008",1.03950887459758
"SNP_A-1642242",0.96374492313898
"SNP_A-1642356",1.04624729205689
"SNP_A-1684611",1.30202956287806
"SNP_A-1698664",1.15128613529266
"SNP_A-1700058",0.471190615072232
"SNP_A-1743536",0.80669809832379
"SNP_A-1750956",1.22042368349969
"SNP_A-1678745",0.911042625562862
"SNP_A-1678865",1.11601085907452
"SNP_A-1758838",0.846163111525785
"SNP_A-1650356",1.06035958193247
"SNP_A-1738342",1.15583780173658
"SNP_A-1739540",1.29174493351616
"SNP_A-1739638",1.03725493398359
"SNP_A-1739730",0.909286129606715
"SNP_A-1686808",0.667128548563315
"SNP_A-1746431",1.20852299864110
"SNP_A-1746598",1.08769699888004
"SNP_A-1669154",1.04989464797755
"SNP_A-1674426",1.14442697689422
"SNP_A-1678287",1.00757518434140
"SNP_A-1681785",0.980738031557003
"SNP_A-1725393",0.93156217532119
"SNP_A-1725829",0.735821184550585
"SNP_A-1725947",0.95180244242125
"SNP_A-1737955",0.861191887900495
"SNP_A-1661857",0.96970326761621
"SNP_A-1662021",0.776534735772407
"SNP_A-1662111",0.822009280473736
"SNP_A-1706527",0.987315392737622
"SNP_A-1753207",1.15474239594149
"SNP_A-1685472",0.962793912973632
"SNP_A-1712927",2.28
"SNP_A-1745593",1.55
"SNP_A-1652854",2.78
"SNP_A-1722186",1.72
"SNP_A-1707125",2.38
"SNP_A-1756235",2.01
"SNP_A-1707225",1.89
"SNP_A-1691023",1.87
"SNP_A-1677755",1.69
"SNP_A-1659482",1.96
"SNP_A-1667664",1.47
"SNP_A-1733715",1.92
"SNP_A-1733825",2.02
"SNP_A-1751337",2.53
"SNP_A-1651182",2.21
"SNP_A-1672062",1.71
"SNP_A-1734060",2.73
"SNP_A-1660759",2.08
"SNP_A-1724645",2.51
"SNP_A-1724763",1.86
"SNP_A-1696794",1.98
"SNP_A-1647088",1.53
"SNP_A-1705925",1.4
"SNP_A-1738541",1.15
"SNP_A-1671906",1.28
"SNP_A-1696128",3.24
"SNP_A-1658806",2.48
"SNP_A-1745990",2.05
"SNP_A-1651108",1.4
"SNP_A-1679776",1.56
"SNP_A-1664135",2.54
"SNP_A-1655201",3.1
"SNP_A-1662386",1.37
"SNP_A-1751480",1.17
"SNP_A-1678907",1.95
"SNP_A-1689722",1.97
"SNP_A-1758823",1.73
"SNP_A-1742000",2.61
"SNP_A-1743240",2.86
"SNP_A-1674976",1.68
"SNP_A-1675920",1.07
"SNP_A-1717570",1.9
"SNP_A-1721152",2.18
"SNP_A-1723141",1.88
"SNP_A-1752631",1.93
"SNP_A-1649806",2.89
"SNP_A-1731536",2.38
"SNP_A-1731642",1.76
"SNP_A-1722678",2.5
"SNP_A-1754846",1.57
"SNP_A-1662733",2.28
"SNP_A-1754718",1.29
"SNP_A-1651332",1.5
"SNP_A-1673740",1.35
"SNP_A-1688636",1.43
"SNP_A-1692996",1.3
"SNP_A-1672750",2.26
"SNP_A-1716549",2.34
"SNP_A-1738010",2.07
"SNP_A-1663381",2.49
"SNP_A-1686527",2.17
"SNP_A-1729446",2.74
"SNP_A-1703647",2.21
"SNP_A-1703719",1.64
"SNP_A-1681945",2.37
"SNP_A-1682077",2.34
"SNP_A-1683623",1.81
"SNP_A-1697559",2.26
"SNP_A-1732997",1.72
"SNP_A-1733133",2.09
"SNP_A-1734477",1.77
"SNP_A-1734763",1.95
"SNP_A-1716535",2.42
"SNP_A-1669140",1.83
"SNP_A-1718134",1.65
"SNP_A-1674779",1.53
"SNP_A-1730492",1.84
"SNP_A-1652719",1.72
"SNP_A-1752625",2.05
"SNP_A-1684936",1.8
"SNP_A-1685648",1.57
"SNP_A-1650662",1.84
"SNP_A-1676640",1.85
"SNP_A-1719088",2
"SNP_A-1719300",1.6
"SNP_A-1720844",1.95
"SNP_A-1645460",1.83
"SNP_A-1750925",1.32
"SNP_A-1700607",2.37
"SNP_A-1746735",1.73
"SNP_A-1706164",2.31
"SNP_A-1676340",2.23
"SNP_A-1655567",2.76
"SNP_A-1709602",1.93
"SNP_A-1662874",2.68
"SNP_A-1646000",2.33
"SNP_A-1658286",3.16
"SNP_A-1736072",1.88
"SNP_A-1736190",1.87
"SNP_A-1731089",2.51
"SNP_A-1700255",2.48
"SNP_A-1665103",2.08
"SNP_A-1698459",1.89
"SNP_A-1698073",2.54
"SNP_A-1689180",2.43
"SNP_A-1739993",2.36
"SNP_A-1743029",2.26
"SNP_A-1659247",1.91
"SNP_A-1657498",1.5
"SNP_A-1669602",2.41
"SNP_A-1671505",2.03
"SNP_A-1662076",2.17
"SNP_A-1678120",1.84
"SNP_A-1648154",1.84
"SNP_A-1718682",1.66
"SNP_A-1649606",3.08
"SNP_A-1643958",2.54
"SNP_A-1722629",2.06
"SNP_A-1656650",1.75
"SNP_A-1660368",3.08
"SNP_A-1657383",1.92
"SNP_A-1665720",1.73
"SNP_A-1719970",1.8
"SNP_A-1643843",1.51
"SNP_A-1695970",1.69
"SNP_A-1756699",3.01
"SNP_A-1706342",1.61
"SNP_A-1706746",1.62
"SNP_A-1699751",1.33
"SNP_A-1698675",1.77
"SNP_A-1730937",1.91
"SNP_A-1715325",1.94
"SNP_A-1652630",2.4
"SNP_A-1671091",1.8
"SNP_A-1691690",2.09
"SNP_A-1662268",2
"SNP_A-1685858",2.04
"SNP_A-1665107",1.55
"SNP_A-1715410",2
"SNP_A-1732027",1.68
"SNP_A-1658058",2.13
"SNP_A-1674469",2.46
"SNP_A-1693250",1.76
"SNP_A-1657228",1.68
"SNP_A-1700467",2.5
"SNP_A-1700589",2.39
"SNP_A-1702628",1.65
"SNP_A-1702854",2.55
"SNP_A-1704298",2.73
"SNP_A-1704416",2.69
"SNP_A-1708051",3.11
"SNP_A-1695747",2.65
"SNP_A-1700829",1.54
"SNP_A-1644281",1.71
"SNP_A-1644411",1.76
"SNP_A-1646629",2.25
"SNP_A-1651847",2.2
"SNP_A-1674295",1.34
"SNP_A-1686710",1.4
"SNP_A-1750714",1.97
"SNP_A-1750818",1.81
"SNP_A-1691950",1.72
"SNP_A-1694118",2.29
"SNP_A-1695712",2.02
"SNP_A-1699452",2.07
"SNP_A-1699596",1.51
"SNP_A-1722942",1.64
"SNP_A-1742737",2.23
"SNP_A-1702551",1.44
"SNP_A-1672400",1.65
"SNP_A-1657295",1.04
"SNP_A-1651908",1.47
"SNP_A-1731101",1.15
"SNP_A-1744971",1.54
"SNP_A-1662261",2.08
"SNP_A-1667613",1.99
"SNP_A-1667877",1.49
"SNP_A-1706100",1.94
"SNP_A-1706221",1.87
"SNP_A-1716512",1.87
"SNP_A-1716630",1.91
"SNP_A-1659288",2.18
"SNP_A-1676576",2.11
"SNP_A-1719773",1.3
"SNP_A-1708710",2.2
"SNP_A-1710424",2.75
"SNP_A-1670664",1.78
"SNP_A-1739927",2.04
"SNP_A-1650580",2.03
"SNP_A-1676246",1.59
"SNP_A-1679930",1.46
"SNP_A-1685372",1.81
"SNP_A-1702752",1.99
"SNP_A-1756300",1.74
"SNP_A-1704113",2.14
"SNP_A-1653018",1.39
"SNP_A-1644471",2.6
"SNP_A-1686079",2.33
"SNP_A-1669389",1.9
"SNP_A-1719551",1.26
"SNP_A-1689513",2.33
"SNP_A-1689740",1.88
"SNP_A-1742001",1.44
"SNP_A-1664612",1.91
"SNP_A-1698917",1.41
"SNP_A-1694612",2.52
"SNP_A-1720293",1.99
"SNP_A-1679980",1.6
"SNP_A-1696713",1.85
"SNP_A-1696829",2.11
"SNP_A-1698608",2
"SNP_A-1743023",1.89
"SNP_A-1703803",1.94
"SNP_A-1662870",2.79
"SNP_A-1664880",1.44
"SNP_A-1666354",2.07
"SNP_A-1696802",3.07
"SNP_A-1673146",1.78
"SNP_A-1654647",2.34
"SNP_A-1650929",2.03
"SNP_A-1662937",1.87
"SNP_A-1738381",2.11
"SNP_A-1663354",3.11
"SNP_A-1654983",2.83
"SNP_A-1684544",2.72
"SNP_A-1670714",1.92
"SNP_A-1672492",1.76
"SNP_A-1719128",2.35
"SNP_A-1757298",1.57
"SNP_A-1753155",1.64
"SNP_A-1689450",2.9
"SNP_A-1652005",1.98
"SNP_A-1697075",1.54
"SNP_A-1702542",1.74
"SNP_A-1718655",1.72
"SNP_A-1720097",3.89
"SNP_A-1710363",2.06
"SNP_A-1736935",2.18
"SNP_A-1681052",1.69
"SNP_A-1709340",2.13
"SNP_A-1711261",1.84
"SNP_A-1711499",2.17
"SNP_A-1642362",2.67
"SNP_A-1642472",2.49
"SNP_A-1646620",2.2
"SNP_A-1706963",2.13
"SNP_A-1694584",1.62
"SNP_A-1694756",1.81
"SNP_A-1694974",1.94
"SNP_A-1725812",1.88
"SNP_A-1666298",1.98
"SNP_A-1701643",1.4
"SNP_A-1678646",1.92
"SNP_A-1743540",1.87
"SNP_A-1709867",2.32
"SNP_A-1673340",2.07
"SNP_A-1654535",2.3
"SNP_A-1756021",1.8
"SNP_A-1721766",1.73
"SNP_A-1725952",1.41
"SNP_A-1680324",1.98
"SNP_A-1756891",1.82
"SNP_A-1739373",1.88
"SNP_A-1738367",1.18
